No,reviewers_name,reviwers_rating,reviwers_title,reviewers_text,
167,Cconfehr,5,"Beautiful costumes, scenes and a fresh look at Sleeping Beauty.","The movie was beautiful, Angleina Jolie's cheekbones are magnificent, 
her horns are envy worthy and I am really enjoying how Disney is 
starting to show the Villains side of the story. Oh and not to mention 
Maleficent's leather outfit at the end. I mean... If anything is a ""must
 see"" in the movie, it is that outfit.

Maleficent is about a 
fairy (named Maleficent) who, as a child, meets a human boy (Stefan). 
They spend a lot of time together while growing up and learn to trust 
each other. When Stefan is grown, he stops coming to visit her. The next
 time he sees her is in a battle, years later, when the corrupt King 
tries to invade the beautiful land that she and the rest of the magical 
creatures live in. During the battle, Maleficent defeats the King and 
before he dies he claims ""Whoever kills Maleficent will be my 
successor."" Well, Stefan  knows he can regain her trust and kill her to 
become King.  He then drugs her and attempts to kill her but cannot. His
 solution to still be the Kings successor? Take her wings from her and 
offer them to the King.

So from there, they fight. And this is 
where the story of Sleeping Beauty comes in. Idk - it was good, the 
interactions between Aurora and Maleficent are funny and sweet. But it 
felt very rushed and almost too ""Disney"". There's a really intense scene
 where Maleficent is choking someone and there is a really long pause 
for effect and she says ""IT'S. OVER."" Now, I would typically expect some
 sort of profanity or a stronger line than that, but that's what they 
went with. So.

Oh. And the crow is hilarious. 

Moral of the story: don't cast a spell that ""nothing on earth can break"" and there's always two sides to a story.

If
 you like Disney, go see it. If there are other movies you want to see 
(Chef, 22 Jump Street, How to Train Your Dragon 2, A million Ways to Die
 in the West, Million Dollar Arm, Jersey Boys, Neighbors, Blended, 
Spider Man, The Other Woman...) Go see that instead.",
168,radulovicka,5,Great expectations...,"As a true Disney child, I used to watch Sleeping Beauty over and over 
again, till I knew all the lines and all the songs by heart. It remains 
one of my favorite cartoons of all time. Having said that, I had high 
expectations from Maleficent. I was disappointed. As a prequel to the 
original story, we were expecting some major alterations to take place, 
in accordance with contemporary mass Hollywood agenda of lightweight 
storytelling, resulting in huge summer box office success and even 
bigger revenues from popcorn sales. Let me start of by saying how 
plastic-y and CGI-heavy the visuals were. Even by fairytale standards, 
they were absolutely unrealistic and unconvincing, as was pretty much 
everything else in the movie. Character development was almost 
non-existent, despite a few twists which were to be anticipated mere 
seconds before they were revealed on screen, leaving the atmosphere of 
utter discontent and ultimately posing a question ""Who is supposed to be
 the target audience?"". For example, King Stefan and the three fairy 
godmothers were so naively and superficially depicted that it almost 
reached a point of absurd. They were by far the biggest disappointment. 
Casting Jolie as Maleficent proved to be a good choice from the visual 
point of view - she is stunning, but her acting wasn't so pleasing. 
Fanning's Aurora is sweet and innocent and it would've been a delight to
 have more of her on-screen presence, but only if it was followed by a 
decent plot. With the original Sleeping Beauty you knew what to expect -
 it's a cartoon, so it must be for children, right? But even so, the 
cartoon is still a masterpiece, cleverly and charmingly combining the 
everyday goofiness of the characters together with the ultimate evil, 
followed by a classic true love theme, and lastly an amazing soundtrack,
 making it a joyful experience for viewers of any age. In my opinion, 
not only does ""Maleficent"" lack charisma, but is also insecure about its
 genre, making it an in-between-type-of-movie - not entirely for 
children nor the adults. I pains me to see that a story with such 
potential for serious re-interpretation is diluted down to a mediocre 
and worn out tale of war between good and evil, when in fact it could 
have been a masterpiece. If only Hollywood would grew a pair...",
169,mehdi_assad,5,An average flick With some good animations,"Well i went into maleficent with not so much hope , that is i considered
 it a good popcorn flick , but to be honest its an average movie with 
some good graphics , going back to its demerits the script was poor with
 some dumb one liners , Angelina Jolie was just OK with only some few 
good lines , side cast was totally average ,i cannot even make comments 
on the story as the original holds a special place in my heart, 2 much 
graphics , 3D was just OK . in the end i can only advise film makers to 
refrain them selves from remaking or using the names of Disney greats.

..................... 5/10 ...........................",
170,Bayclove,5,"A movie for Jolie fans, NOT Disney fans","Not worth all the hype, but not a total bomb either. Generally enjoyable, but admit I felt bored at times.

Maleficent
 is for all those Angelina Jolie lovers. She is pretty much the movie. 
Don't get me wrong, she does a good job. Besides a few corny lines here 
and there it's an OK movie. Special effects are easy on the eyes. I 
thought the 3 fairies were a wonderful addition and probably had the 
most 'Disney' feel throughout.

The story is bland however. A 
twist on the original; still unsure if this spoilt it. Maleficent didn't
 seem evil enough which is a shame as Jolie looked set. The make-up is 
unique and mysterious. It works and fit's the character perfectly. A 
more devious plot would have been welcomed I think.

This movie is
 very much like a lovey dovey fairytale and I doubt that's what folks 
were expecting. Disney can also do wicked but I feel it's too weak in 
this movie. An opportunity lost for such an iconic villain.",
171,vargakellyfamily04,5,An OK film,"I was so disappointed with this film. Angelina Jolie of course was 
amazing but seriously the acting in this was terrible. Elle Fanning is 
usually so great but this seriously had me guffawing. Especially the 
line from the Prince ""I'm looking for a girl."" It was really, really 
bad. Parts of it are exquisite – the wings scene with Angelina Jolie is 
breathtaking but the fairies drove me nuts and the CGI went from clearly
 real to clearly unreal. I thought the producers could have done such a 
better job with this. The King who had previously starred in District 9 
was laughable with his Scottish accent. So, so disappointed. It is not 
as good as other Disney films the huntsmen and mirror mirror. 
Unfortunately the trailer is a bit of a trap in this one. Me and my 
daughters were bored - too long and indulgent.",
172,xman053,5,It was OK...,"Maleficent Review:

Angelina Jolie did an excellent job as Maleficent. It was definitely a new twist on the ""Sleeping Beauty.""

With
 that being said... I didn't like the ending. And it seems that once 
again, people have to take a movie where there's a damsel in distress 
and show how they can be saved by someone other than Prince Charming, or
 how true love can come from someone other than a knight in shining 
armor.

If you can deal with that, then you might like the movie 
as a whole. Otherwise, it wasn't bad; but it could definitely have been 
better.",
173,ch_bg,5,Angelina saves the film from getting a 3,"A very, very mediocre film.

The story, the storyteller voice, the screenplay, everything felt incredibly artificial and predictable from the very beginning.

On a brighter note, King Stefan's voice was hilarious, but I am not sure they made that on purpose.

Good
 performance from Angelina Jolie, no denying that, but both hers and 
Elle Fanning's screenplay felt very already-seen-that-twenty-times like.

I
 don't know whether it was from the screenplay, or Elle just has the 
tendency to go from a straight face to a full-arc-wide max-teeth smile 
in less than a second, but I find it creepy and unnatural.",
174,SnoopyStyle,6,Maleficent redux,"Two kingdoms exist side by side. The human kingdom is ruled by a greedy 
king. The Moors is populated by magical creatures. One day, orphan boy 
Stefan goes into the Moors and befriends the orphan fairy girl 
Maleficent. They grow apart over the years. Later, the king attacks the 
Moors and an adult Maleficent (Angelina Jolie) mortally wounds the king.
 The king offers his kingdom for the head of Maleficent. Stefan (Sharlto
 Copley) drugs her and cuts off her wings. Stefan is given the kingdom. 
He has a daughter which Maleficent curses with a sleeplike death on her 
sixteen birthday. She can only be saved by a true love's kiss. Stefan 
tasks three pixies Flittle (Lesley Manville), Knotgrass (Imelda 
Staunton) and Thistletwit (Juno Temple) to guard his daughter Aurora 
(Elle Fanning) in a country cottage until her sixteen birthday.

I'm
 fine with the reimagining of the classic villain. The story works hard 
to make her the aggrieved party. The movie looks good. Angelina Jolie 
looks good but she's very monotone. It feels a bit lifeless. Maleficent 
just isn't the appealing character that a movie needs to build around. 
It starts at the childhood stage. The two kids need to have more fun. I 
understand the need to get to Jolie as quick as possible but their 
childhood is nothing more than a weak montage. I like the true love's 
kiss. I don't find the pixies all that funny. There are good points and 
bad points in this movie.",
175,Prismark10,6,A Fairy from the Moors,"I liked this reworking of the Sleeping Beauty tale by Disney as they 
focus on Maleficent the malevolent fairy in Sleeping Beauty,

Here
 Jolie's powerful fairy has been betrayed by a boyhood human friend and 
she curses the baby princess more out of anger and wanting revenge for 
the loss of her wings.

However as the King for some reasons after
 the curse abandons the baby princess to three inept fairies its up to 
Maleficent to keep the baby safe from a distance which includes making 
sure she is fed.

The screenplay and story is not without 
problems, in fact its heavily flawed and might perturb younger viewers. 
The parents give the child to the three fairies who are clueless in 
raising a baby and seem to be criminally negligent which ceases to be 
funny.

The humans are shown to be power hungry out to destroy the
 fairy world with Sharlto Copley's King being an uneven villain himself.
 He betrays Maleficent for his desire for power and Copley's accent is a
 cross between South African, Nordic and Scots.

Its a light film 
with great sets and costume design, a flawed fantasy with a strong 
performance from Angelina Jolie who lifts the film and makes it better 
than it has any right to be.",
176,lee_eisenberg,6,new fairy,"Robert Stromberg's ""Maleficent"" is an alternate telling of the Sleeping 
Beauty story, turning the supposedly evil character into a sympathetic 
one. Angelina Jolie depicts the title character as a strong woman 
defending her realm from the humans, all of whom come across as ruthless
 jerks (just look at what Stefan does to acquire the throne). It does 
seem as though humans ruin things everywhere they go.

It's not 
any great movie, but I like what they did with the character. It's a 
basic tenet of storytelling that a character has to go through changes, 
and Maleficent goes through many over the course of the movie (and not 
just physically). I recommend the movie as a different look at the who 
Disney princess genre. Could it be that everything that we've known 
about these stories has been a lie? Worth seeing.",
177,utgard14,6,Enjoyable Enough Despite Flaws,"Yet another reimagining of a classic fantasy story with the goal of 
adding layers to some of the characters, specifically the villains. It's
 the latest trend I guess. I wasn't exactly rushing to see this because I
 figured with that formula it would be pretty by-the-numbers. For the 
most part, I was right. You can telegraph most of what happens in this 
movie fairly quickly. The one big surprise being the betrayal of 
Maleficent early on. This took me by surprise, particularly the 
brutality of it.

I must admit to not liking a lot of the CGI. I 
was shocked at how poor some of it was. Pretty much every scene 
involving a fantasy creature that takes place in daylight is very 
obviously fake, cartoonishly so. The three little fairies with the faces
 of the actresses superimposed on the cartoon bodies is the worst. Now, 
perhaps I'm just an old fogey who misses the point, but shouldn't the 
goal of CGI be to blend the real with the make-believe as seamlessly as 
possible? Maybe they should spend the time to build the sets and 
costumes and work on old-school make-up techniques if this is the best 
they can do. As you might expect, the effects are better for scenes that
 take place at night. Seems like that's always the case.

Anyway, 
my gripes about the CGI and the predictability of the story aside, I was
 entertained. It is well-acted and enjoyable. It helps if you haven't 
seen a lot of these types of fairy tale reworkings in recent years so 
maybe you won't feel a little burnt out on them. It helps even more if 
you aren't a fan of the older stories so you don't feel like movies like
 this are giving your childhood favorites the middle finger.",
178,grantss,6,Entertaining,"Entertaining.

A decent adaptation of the Sleeping Beauty fairy 
tale, mixed with another Brothers Grimm tale. Interesting story. In 
typical made- for-children fashion, however, plot is sometimes quite 
random, and not entirely watertight. 

On the other hand, and 
oddly for a Disney movie, it is not your usual all happiness-and-light. 
The movie is fairly dark, which is good. (Though not sure that will play
 with the targeted child audience though).

Good performance by Angelina Jolie in the lead role. She brings the suitable edginess and darkness. 

Good support from Elle Fanning. Shalto Copley seems a bit miscast as the villain. 

Cast also includes Hannah New, of Black Sails fame. A pity she gets very little screen time and hardly any dialogue.",
179,lasttimeisaw,6,a sounding welcome for Angelina Jolie,"A quite long absence from big screen, since THE TOURIST (2010, 7/10), 
Angelina Jolie is back with this unorthodox adaption of Grimm Brothers 
Sleeping Beauty fairytale, parades her overpowering belligerence and 
devilish look, retells the story from the angle of the villain 
Maleficent, an evil fairy (with two giant horns) who puts the sleeping 
spell on princess Aurora (Fanning) in order to pay back to her father 
King Stefan (Copley) for his brutal betrayal. 

Indubitably, one 
crucial prerequisite of the movie's success pivots on Jolie's personal 
attributes, her majestic empress aura amalgamates with the distinctive 
malevolence set the keystone of the story, which is ecstatically 
bewitching, her slightest facial expression and even the most common 
utterance entice the viewers into an oblivion of her-costars and a 
thorough submission to her realm of prestige. 

First-time 
director Stromberg is a credentialed wonderland architect, (won two 
Oscars for AVATAR 2009, 9/10 and ALICE IN WONDERLAND 2010, 6/10), in 
this film, the virtual dichotomy of two worlds looks derivative and the 
epic-ness of the story is lacking, while, firmly leans on a 
family-friendly doctrine, it borrows from FROZEN (2013, 8/10) for the 
concept of a bigger love, true love should never be hamstrung within the
 boundary of princess-and-prince banality, it transcends beyond gender, 
age and race, it is a cutting-edge message unyieldingly transmitted from
 Disneyland presently. 

Elle Fanning and the 
Manville-Staunton-Temple trinity of fairies (Flittle, Knotgrass and 
Thistletwit) bring breezes of joyfulness and it is axiomatically 
impossible for us to be immune from cute babies, let alone one of the 
young Aurora played by Jolie's real-life daughter, who contributes the 
most adorable scene in the picture. Copley is typecast in his demented 
ruggedness, his side of struggle maybe too dark to expound to younger 
audience, and Riley as the crow Diaval, finds an unlikely allegiance 
with Maleficent, whereas Thwaites, plays Prince Phillip, is a handsome 
pawn and completely throwaway. 

In a nutshell, MALEFICENT is an 
enthusiastic welcome vehicle of our goddess Jolie in a fantasy world, a 
befitting role for her to testify her star power and further lure us 
closer to her distanced and mysterious charisma.",
180,MLDinTN,6,"great visual effects, but the story has its faults","This movie was OK, but the main fault with it was predictability. You 
knew from the start, the young boy, was going to turn selfish, that 
Maleficent would want revenge, and that whom would be required to give 
true love's kiss. Bringing the Prince into the picture did not add any 
suspense because you knew that he wasn't true love's kiss.

But 
the special effects were very good, from the flying of Maleficent into 
the clouds, to the living trees, the growing black trees. Truly amazing.
 Also, I loved Angelina Jolie's makeup. The pale face and contour with 
the red lip looked so good and just make her look like a villain.

FINAL
 VERDICT: A little dark for really young kids, but I think 10 year olds 
would enjoy it. I liked the visuals, but I just wished the story could 
have had more suspense. A lot of adults probably should just skip it.",
181,filipemanuelneto,6,A movie that satisfies without surprise or delight.,"This film basically recounts the old story of Sleeping Beauty from the 
point of view of the wicked witch, which ends up being transformed into a
 sympathetic anti-heroine. The lead role is played by Angelina Jolie, 
who does a very satisfying job in this film. Unfortunately, Elle Fanning
 is a totally superficial Sleeping Beauty. She is a pretty silly face 
that appears because it has to appear. But the blame may be on the 
script rather than the actress. In fact, the script tells an interesting
 story and is generally good (especially if we realize from the 
beginning that the film is a reinvention of Charles Perrault's short 
story) but it also presents ideas and situations that we just can not 
swallow, like the initial attack on the Maleficent kingdom, with an 
entire army in line for battle against an enchanted forest. The Roman 
emperor Nero (or Caligula?) did something similar when he wanted to 
conquer the ocean and dominate the god Neptune, but we know he was 
crazy... The movie has several situations that our logic simply does not
 accept, even with the excuse of magic. Stromberg, the director, did an 
interesting job, although the film used (and abused) CGI and special 
effects. The photo is very bright and colorful, sometimes it even looks 
like an animation.

This movie is a good movie to watch with the 
family. The younger ones will probably like it more than the adults, but
 the film has something to give to the grown up too, especially in the 
final half, where the film takes on more dramatic force.",
182,BeneCumb,6,Visually effective shallow story,"Although I recognize that I do not belong to the main target audience, I
 am able to compare several fairy-tale movies with an extensive use of 
digital effects, and, even in this context, I cannot say that Maleficent
 would generally stick out. True, Angelina Jolie as Maleficent is very 
good, but she is the only versatile and solid figure; otherwise good Sam
 Riley and Imelda Staunton had too small and plain characters to play. 
For the child/teen roles, the choice was evidently based on ""cute"" 
appearance, and Sharlto Copley is not versatile enough to be a due 
villain (I had similar feeling in Elysium). 

As for its visual 
effects, yes, they create a fitting atmosphere, but types and movements 
of different creatures have been used in many prior movies, e.g. 
Transformer and Percy Jackson series, so they have lost their novelty 
and marvelousness.

The story itself is uneven, with questionable 
moments and unnecessary scenes, and with too obvious moralizing on 
topics such as good and evil, love and friendship, loyalty and 
betrayal... Even children are able to obtain necessary values via deeds 
and images, it is not required to put them into exact words.

Hence,
 a cartoon-like twisted fairy tale, specially created for good box 
office due to the inclusion of Jolie and fairy-tale environment, but at 
the expense of seamless narration.",
183,estebangonzalez10,6,Jolie is Maleficent/Magnificent,"""Listen well, you all! The princess will indeed grow in grace and 
beauty. But before the sunset on her sixteenth birthday, she will prick 
her finger on a spindle of a spinning wheel, and she will fall into a 
sleep like death!""

Maleficent isn't a masterpiece and it actually
 has several flaws, but it was much better than I had anticipated 
considering the latest failed attempts at bringing a beloved classic 
fairytale to the big screen through live action. Snow White, Jack the 
Giant Slayer, Cinderella, Hansel & Gretel, Beauty and the Beast, all
 failed in their adaptations so I didn't have high expectations for 
Maleficent. They all seem to share something in common which is that 
they always incorporate a spin on the classic tale, and Maleficent is no
 exception as there is a big twist to the familiar story. They played it
 safe with the twist in Maleficent, and it was rather cliché, but it 
worked nonetheless. Despite not being a huge fan of this genre I decided
 to give this film a shot because I was looking forward to Angelina 
Jolie's comeback (her previous starring role in a feature film was in 
2010's The Tourist alongside Johnny Depp). Jolie doesn't disappoint and 
she carries the entire film giving a strong performance. Many complained
 that they wished the film would've centered more on her character as a 
villain than a hero, but I actually enjoyed the duality in her 
performance and the struggle she faces while dealing with her betrayal. 
She owns this movie, but it didn't hurt that the she had a strong cast 
to work with; I loved Elle Fanning in her role as Aurora, Sharlto Copley
 as the ambitious King (if there was ever a film in which he could go 
overboard with his character this was it, but strangely he played it 
safe here), and of course I can't leave out Sam Riley who was great as 
Diaval. Perhaps I enjoyed this film more than others because I went into
 it with fairly low expectations, but compared to other recent fairytale
 adaptations this film is superior and one I'm sure the new generation 
will appreciate.

Maleficent is a retelling of Disney's classic 
animated film, Sleeping Beauty, although this time the screenplay 
written by Linda Woolverton centers on the villain. The film begins by 
introducing us to the young fairy named Maleficent (Isobelle Molloy) 
living an ideal and peaceful life in the Moors, which is full of magical
 creatures. On the other side of the Moors lies the human kingdom which 
is ruled by an ambitious King. One day Maleficent is warned by the 
forest guards that they have caught a human trying to steal a jewel from
 the Moors. Maleficent discovers that the thief is actually a boy named 
Stefan (Michael Higgins), who she kindly asks to return the jewel. She 
then escorts him out of the Moors, but when he returns the two bond and 
become good friends. As time passes the two fall in love, but their 
relationship doesn't last long once he becomes ambitious. The film jumps
 forward many years and now we follow the adult Maleficent (Angelina 
Jolie) as she continues to protect the Moors from King Henry (Kenneth 
Cranham) and his army. The adult Stefan (Sharlto Copley) happens to be 
serving the King now, and he and his men are ordered to kill Maleficent.
 Whoever does so will become his successor to the throne. Stefan heads 
to the Moors to warn Maleficent of the king's intention, but blinded by 
his ambition to become king he betrays her. This turns Maleficent's once
 pure heart into one full of hate and a desire for revenge. When Stefan 
becomes King, Maleficent curses his newborn infant Aurora and claims she
 will fall into a sleep like death once she turns 16 and only a true 
love's kiss will be able to break the curse.

The best thing 
Maleficent has going for it apart from Angelina Jolie's lead performance
 and the strong ensemble cast, is the fact that it was directed by 
Robert Stromberg who has a strong record as a production designer. 
Despite the fact that this was Stromberg's first feature film he has a 
lot of experience in the art direction department (actually winning two 
Oscars for his work in Acatar and Alice in Wonderland). Maleficent looks
 great and the art direction may be it's best asset. The visual effects 
and the fantastical creatures of the Moors are stunning. The screenplay 
may have its flaws and the story may fall into a predictable and clichéd
 final act, but it always looks great. This may be yet another case of 
style over substance, but the cast elevate the material and make this a 
much better film than it has any right to be. The weakest elements of 
the film for me involve the portrayal of the three fairies who are 
tasked with taking care of Aurora and raising her. Those comedic moments
 felt a bit forced and the characters didn't have much substance to 
them. However, the scenes that Maleficent and Aurora share together are 
solid as Jolie captures the inner struggle she faces when she's 
confronted by Aurora's innocence and beauty. Sam Riley also shares some 
great scenes alongside Jolie and those were the best moments of the film
 for me. The film does suffer from a slow introduction and a weak final 
act, but the middle act was really strong and that is why I actually 
enjoyed Maleficent.",
184,Amyth47,6,Dark Disney is Awesome!,"My Rating : 6/10

Everything reminds me of a Guillermo Del Toro 
film though it's a Disney movie - this is good as the dark setting is 
very suited to this storyline without it being too obnoxious.

'Maleficent' is well-made and worth a watch if in the mood for a fantastical good vs evil CGI feature.

Enjoyed it!",
185,moviexclusive,6,The truth behind Disney's iconic villain turns out to be a visual treat that could have benefited from a tad more evil,"The folks at The House of Mouse have been known to make you feel good – 
even in the lousiest of days. On a good day, you'd be thankful for that 
(Watching Disney productions like Saving Mr Banks and Frozen have had 
extremely positive effect on depressed people), while on bad days, you 
wish things could turn a little wicked (Wasn't the mermaid in The Little
 Mermaid supposed to turn into a bubble and burst? Surely Quasimodo from
 The Hunchback of Notre Dame could be more hideous?)

When we 
heard that Disney is going to produce a live action movie based on 
Maleficent, we were thrilled. We're talking about one of the evilest 
villains from the 1959 classic Sleeping Beauty. That sharply angled 
face, that irritating crow and need we mention those horns. The Mistress
 of All Evil, as we know her, wasn't too pleased when she found out that
 she wasn't invited to the royal christening of the kingdom's infant 
princess. Cue a terrible curse that would cause the princess to prick 
her finger and sleep forever, magic potions that look too venomous for 
comfort and lots of evil crackly laughter.

Now, Disney wants to 
tell you the truth – one that will have you understanding why 
Maleficent's pure heart was turned to stone, a betrayal that involves a 
royal kingdom and a dastardly forest and of course, a beautiful princess
 that may be the key to peace in the land.

Or so says the marketing copy.

When
 the publicity trailers were first released online, we were impressed by
 leading lady Angelina Jolie's uncanny resemblance to the animated 
Maleficent. That cold glare, that menacing stare and that depraved 
cackle: Jolie has effortlessly managed to send quivers down our spine. 
Then came Lana Del Ray's cover of ""Once Upon A Dream"", the single that 
will serve as the title song for the movie. The American singer 
songwriter's haunting vocals was a perfect match for what seemed to be a
 sinister ride down our memory lane of this beloved fairy tale. 

While
 the 97 minute movie is a feast for the eyes (cinematography by Dean 
Semler boasts numerous fantastical scenes filled with fairies and forest
 creatures), and the action scenes are excitingly choreographed (the 
battle between man and nature, and the finale showdown between soldiers 
and a ferocious dragon are easily impressible pieces), you can't run 
away from the fact that this is a Disney production.

Jolie is 
aptly dark and menacing in her outfits designed by Anna B Sheppard, and 
the Academy Award winning actress snarls and growls like a true villain,
 but as the story progresses, you get a nudging feeling that everything 
will turn out fine in the end. Without giving away too much, yes, it is a
 happy ending that is so family friendly, you'll wonder where that 
cynical realism was chucked after leaving the theatre.

First time
 feature director Robert Stromberg (known for his visual effects work on
 movies like Life of Pi and The Hunger Games) is clearly a visually 
driven filmmaker. The movie is a joy to look at, and competent 
performances by a supporting cast of Sharlto Copley as King Stefan, Sam 
Riley as a raven shapeshifter and Imelda Staunton, JunoTempleand Lesley 
Manville as the pixie fairies don't hurt the movie either. Bonus points 
also come in the form of the likable Elle Fanning who takes on the role 
of Princess Aurora.

We just wished that this potentially sinister tale could have been peppered with more ominous cynicism and menace.",
186,adamscastlevania2,6,Too little girl focused,"(55%) Without doubt a mixed bag. The opening 10 or so minutes are far 
too sweet and kid friendly for my taste, but the real fly in the soup is
 the fact that Maleficent herself is at no point actually evil in the 
slightest. She is for the most part slightly bitter, much more so than 
out-and-out evil, or even bad, and as there's no real arc to her 
character the movie feels a little hollow and somewhat lacking. Jolie 
though is pretty fantastic and the movie splutters whenever she's off 
screen, but the 3 annoying fairy characters are given far too much 
attention that they really don't warrant in the slightest deducting from
 some good, exciting scenes. Overall If it had more bite, and the script
 was polished to a higher degree then this could have been a classic in 
waiting, but sadly not.",
187,estreet-eva,6,Jumping on the rethinking-the-villain trend Disney-style,"Since ""Wicked"" opened up the concept of an original work that draws 
heavily from a famous work by rethinking the villain of the original and
 finding some sympathy, it was only a matter of time before we got to 
""Sleeping Beauty"". And a visually arresting rethink it is. The 
transformation of crow to man, the battle of Angelina Jolie (who seems a
 generally frightening person with or without ludicrously oversized 
horns) versus the army of the human world and numerous other CGI-heavily
 special effects all delight. The story does not quite live up to the 
telling with Angelina's baddie-turned-goodie seemingly spending some 16 
years hiding in the bushes and secretly protecting the original damsel 
in distress Sleeping Beauty from harm. The running gag of the three 
fairies losing focus on Baby Beauty and her wandering into mortal danger
 before Jolie saves her gets a little disconcerting after a while - did 
the Moors have no Child Protective Services? Anyway, the acting is 
respectable, the script passable and the entertainment value for the 
younger set reasonable. In short, worth renting on family movie night if
 something better isn't on offer.",
188,fciocca,6,"A live action movie with stunning visual effects, but not my cup of tea","Maleficent is one of those movies that I would never watch, but my 
girlfriend love this genre, so I watched it, by having real low 
expectations. Because of this, I was very surprised, and I actually 
enjoyed it quite a lot.

Technically speaking, I found it 
stunning, CGI sequences are so amazing and realistic, the Maleficent 
world is well conceived and people who worked on it put a lot of effort 
in details: monsters, landscapes and locations are breathtaking. For a 
while I did not see something so amazing.

To complete this live 
action, you need to have a good cast. Angelina Jolie plays Maleficent, 
and she is surprisingly good, even in a complete different role that she
 is used to. She is bad, but at the same time caring and she takes care 
of Aurora for 16 years, by becoming her Fairy Stepmother, but she can 
also be bad with people that deserve. An interesting character with a 
good development. Elle Fanning in this movie does not have the time to 
express herself, writers did not gave to the Aurora character a lot of 
space. I love Elle's work as an actress, but this time she was decent, 
but I know that she can do better, she has demonstrated this in ""Neon 
Demon"", but not in this movie. Maybe this character had too many 
limitations, so she couldn't perform as well as she previously did.

Maleficent was not was I expecting and the trailer does not give the right idea to the movie. There is a perfect balance.",
189,kermitkid,6,"""Wicked"" ripoff","Disney really needs some new ideas. Making a prequel to a movie that's 
50 years old is never a good idea. Didn't they learn that from their 
direct-to-video sequels? I thought the film was Disney trying to make 
their own version of ""Wicked."" However, they failed miserably. It felt 
clichè and Angelina Jolie's acting was too over-the-top. I didn't like 
that.the premise was ""the villian isn't evil, just misunderstood."" Like I
 said earlier, Disney copying ""Wicked."" Have you no sense of originality
 anymore? Every movie now from them is a sequel, prequel, or based on 
something. I'm sick of fairy tale films. Please stop, for the sake of 
Hollywood's sanity.
Grade: C+ 6/10 2/5 stars",
190,nicolechan916,6,A little disappointing,"To be honest, I was expecting more from this film. It was kind of a let 
down. The story itself was all right, but more suited for children. I 
know it's a Disney movie, but Disney has always been able to make movies
 that adults could enjoy too. Their most recent hit; Frozen, was 
enjoyable to pretty much the whole world. And now that I think about it,
 there was surprisingly no singing in this film. I've just read how this
 adaptation is different from the Sleeping Beauty film, and I feel that 
the original story was better.

The acting was good, and we did 
get a sense of the characters and where they came from, but it just felt
 shallow to me. Angelina Jolie makes a pretty good Maleficent and the 
three fairies are somewhat like the three stooges; they added a comical 
element which was a good addition to the film. Also, I give a thumbs up 
to the chemistry between Maleficent and Diaval.

The animation was
 pretty good as well. The landscapes and scenery had a very fantastical 
and mystical feel, while the visual effects I feel, could have been 
better. The actionwas kind of average. Just your normal everyday 
Hollywood fight that starts with no apparent reason whatsoever.

Read more reviews at championangels.wordpress.com",
191,ghost_dog86,6,Trust No Man,"I can't be the only one who didn't realize Maleficent was a fairy and 
not a witch, right?! Now that I got that out of the way, on to my 
review: While more tolerable than 2012's ""Snow White and the Huntsman"" 
or ""Mirror Mirror"", ""Maleficent"", a retelling of ""Sleeping Beauty"", 
starring Elle Fanning and Angelina Jolie (in what may be one of her 
final on-screen performances) will not help the case for live action 
remakes of classic animated fairy tales.

Synopsis: A retelling of
 ""Sleeping Beauty"", told from Maleficent's point of view; Maleficent 
played by Jolie, Aurora played by Fanning.

The script and creative plot reconstruction from writer Linda Woolverton, is the best aspect of ""Maleficent"".

Side
 Note: I understand that the story of Sleeping Beauty predates Disney. 
But since ""Maleficent"" is basically Disney remaking Disney, I will be 
addressing 1959's ""Sleeping Beauty"" as the source material. So, deal 
with it.

The back-story element (how Maleficent came to be seen 
as a villain) while a bore to sit through, actually injects a refreshing
 motive, as this film enters its 2nd Act. Even the ending, which 
randomly sees Angelina Jolie in leather pants, and also holds the most 
significant plot deviation, works. All of this workson paper. Seeing it
 all play out in live action is quite a different story. Most of the CGI
 is simply awful. And in a movie which is composed of 80% CGI, including
 odd looking CGI creatures, CGI battle sequences and CGI floating 
people, ""Maleficent"" had me wondering if animation is necessary if only 
to make stories regarding fantasy more palatable. That said, this is not
 the biggest directorial flaw in this film. The countless extreme 
close-ups throughout come off as devastatingly amateurish, giving an 
unintentional campiness to moments that were meant to be taken 
seriously.

But is visual effects artist/director Robert Stromberg
 to blame for all of this film's shortcomings? Well, mostly, but the 
horrendous supporting cast (Fanning not included) doesn't help.

As
 for Mrs. Brad Pitt's performance, I have no complaints. And once this 
movie gets going (it is an absolute snoozer for the first 30 minutes) 
and she gets a chance to literally and metaphorically spread her wings 
and camp it up, Jolie becomes one of the only things keeping the 
entertainment levels elevated.

Final Thought: Anyone who comes 
out of ""Maleficent"" dismissing it on the basis of story alterations or 
their personal hatred of Angelina Jolie, should really just get over it.
 If anything, dismiss this film on its shockingly off-putting visuals. 
On the plus side, and maybe most importantly, if you're looking for a 97
 minute babysitter, ""Maleficent"" is a movie which will keep the 
attention of most children and/or childlike fans of the outdated 
""Sleeping Beauty"". Take that for what it's worth.",
