No,Nama,Komentar,Rating/Rate
126,V4mpyr,"I try keep my reviews short & sweet without spoilers. This is for anyone on the fence as to whether or not to watch this show. So the question you're probably asking is; is this show worth my time? The answer being; fans of the romance, drama and/or great animation will definitely find their time well spent on this anime. Below I will expand on my thoughts as to why I believe so.

Story & Character (7)

""Why am I crying?""

Taki & Mitsuha questioned themselves. A mutual feeling I often asked myself during the show as well. The genius that is Makota Shinkai is brought to the table once again, and in a collaboration of amazing art, sound & story we are lead on a roller coaster ride of emotions. I felt movies always suffered through a lack of character development, or were too short for us to actually feel a connection with its characters, but Kimi No Na Wa proves me wrong.

I felt the story, though generic in the whole body swap freaky friday occurrence, there is a slight twist in the fact nobody remembers what they did in the body they've swapped into. Which leads to a few awkward yet hilarious moments as well as the characters figuring out how to eventually communicate with each other upon swapping, I felt this was well paced and not rushed. Kimi No Na Wa does well to realize it is a movie with limited time, and doesn't shift its focus off Taki or Mitsuha, though additional characters are introduced, Kimi No Na Wa doesn't try to do too much and make a mess of things. Something I've often witnessed in movies without a series.

One thing I really want to mention is if you ever felt frustrated with a male MC not taking the reins, or being too shy to do anything to the babes you see in every anime you tend to watch. Do not fear, because Taki does everything any young man would do upon swapping into a woman's body. I salute him and his teenage hormones.

Art & Sound (9)

I will touch on this only briefly, as I believe the animation in this was unreal. I watched it on Blu-Ray and paid for it on amazon. It would definitely be something I'd show someone who was trying to get into anime just to showcase how eye-catching anime can be when done right. As for sounds, I felt the voice acting was great and felt it was never out of place nor cheesy. One thing I cannot stand is forced lines or characters just saying each others names over and over again while cueing the dramatic music. That does just not do it for me, I'm glad Kimi No Na Wa doesn't take this route but instead draws on the relativity of how we instead are always looking for someone, someone we feel who is out there, we are fated to meet, but just haven't met yet. Feelings of hope to eventually meet this person and the emptiness of still being alone intertwined into one big roller coaster ride which feels purposely crafted by Shinkai Makoto to tug on the heart strings of the audience who might've once felt the pain of lost love.

Overall (8) -

Overall, an enjoyable experience I would recommend to anyone who is a fan of the genre. Even if you aren't I would still say give this movie a shot. Tip-Top animation complimented by great voice acting and music, the heartwarming story of Kimi No na Wa will have you laughing in your seat and without revealing too much possibly shedding a tear at the frustration of how sometimes communication gets lost or confused, and we never get to really say the things we want to say. So we just need to take that step back and ask the questions which are important. I loved this movie and hope you will too. Thanks for reading.",8
127,cocolita22,"This movie was seriously spectacular! I will never forget it. The characters, music, plot and overall art is incredibly memorable. I was also extremely emotional the entire time, so there's that.

I think this movie is a must-watch in anime. Regardless how you feel about romance, this is not the stereotypical romantic anime, and actually has mystery components to it. From the very beginning, you will be intrigued and curious about what's going on since the movie just starts off right into the action without immediate explanation. As a result, you'll be hooked!

The art is really something else. It's stunning! The music was beautiful too. Overall, the entire movie is so enjoyable and I can't express enough how much I love it!! Definitely something you will want to rewatch for years to come and show all your friends! They'll be sure to cry and love it no matter how they feel about anime.",10
128,Alex_Jaro,"Kimi no na wa is a romantic shojo movie but certain changes, outstanding music, art, characters, and plot make it unique.

First things first, Art? The animation and artstyle are both crisp and soft on the eyes. Smooth animation and beautiful graphics, for sure a 10/10.

Music? From what I noticed there were 4 different songs and some osts written for this anime. Fun thing is that I knew them all from rhythm games and games of all sorts, I would say each and every was a 10 or at least 9/10, goosebump-giving melodies and voice acting along with beautiful lyrics that match the movie. 10/10 for music

So what about the story, I will keep this part strictly unspoiled (except for the very basic things), for example, the story starts with two teenagers that change bodies when they dream/sleep. This is a great and genius way of bringing together two totally random people and putting each one on each others' shoes. They also learn to know and learn how each other feels. The director also uses several other unoriginal but amazing techniques to improve how this work of art makes you feel. Just because the story includes some pretty unoriginal techniques and it is pretty predictable at times, I have to give the story a 7/10. I like this body-swapping thing and other things but it lacks some romance.

The characters are fine, I will surely not forget about them, they also are pretty unique, interesting, and relatable, just original, good-looking, and realistic in general. I would say they deserve an 8/10.

As for my enjoyment, just like I said earlier I enjoyed this movie quite a bit. I can tell why people absolutely loved and die for this anime. It is really unique, smart, well done, and crisp. 100% one you *must* watch. So..rating? Well, I would give it an 8, it was enjoyable, well done and had some great music in it, the manga is pretty much what this anime was but without the great sound and animation, It just lacked some more romance, aced most categories but the story was a little weaker. 8/10, very good.",8
129,ArcOof,"The movie was on par with Hayao Miyazaki’s movies. I think that’s the greatest compliment one can ever get.

Spoiler Alert

The movie is surreal. The story may sound like a fantasy but you’ll be amazed by how Makoto Shinkai makes it feel like a real life event. Even the places are mostly real world locations.

Begins with a slow start and a cliché idea of a boy and girl randomly switching bodies. Gradually both become used to it and start appreciating and enjoying each others lives and then the swapping suddenly stops! Then there are some events a bit sad ones and interesting ones and an ending that leaves you bewitched with a feeling you can’t explain with mere words.

All these plus some hilarious moments and few sad moments with the best Animation and perfect soundtrack makes the movie even better. I think it’s a must watch for everyone, doesn’t matter if you watch Anime or not. You’ll be Amazed.",9
130,Zhuwx1,"Kimi no na wa is another one of those anime where my friends all suggest me to watch it, but I delayed it for a while. This is just another wakeup call to watch good anime sooner. Kimi no na wa is a beautiful story that has a very interesting plot twist, and has some of the best art I have seen.

Story- The story is touching and is simply fantastic. Because I really do not want to spoil the show for anyone, I cannot discuss some plot points that were really good. The basic show premise is that two people, a boy and a girl, switch bodies at random, and have to live out each others life. One has to deal with the busy city life, and the other has to deal with the boring rural life. The plot will get more complicated than that don't worry.

Art- The art on this movie is the best art I have seen in any animation I have ever watched. It was so realistic at some points, and also very surreal at others. Regardless, it takes you to Japan and shows you the wonders of nature.

Sound- The music and sound effects were also top notch. The sound effects of nature really remind me of nature and the music is also very relaxing to listen to.

Characters- The characters in this show are very good. Most of them are funny, caring, but with some character flaws. They remind me of real people that can exist and are characters I want to be friends with. There are some characters that are reduced to a very flat role, but the other strong characters make up for it.

Enjoyment- The show's twists and turns allow me to be engaged and connected throughout the duration of the movie. Not only that, but it kept me wanting more.

Overall- If you haven't watched this anime, what are you doing? Grab some snacks and enjoy a beautiful movie.",10
131,Bensonas,"Massively surprised by this original, and very beautiful film

Some friends of mine are currently taking it in turns selecting a film to watch. My previous turn was Redline, which was quite frankly, putting the animation to one side, garbage. This type of film is one that wouldn't be my first choice. Mainly because I'm a simple man, i want action and stunning animation, but mainly action. Classically, this film is in 3 simple parts, beginning, middle and end. With this in mind, my review below will follow the same vein.

The Beginning
From the moment Your Name starts, you are immediately drawn in to the story. It paces the start to the story so perfectly that you want to focus on its progress rather than having to over think trying to follow whats going on. It becomes obvious very quickly what is happening, and the character development really shines in such a short period of time, as the two main character become more familiar with each other circumstances, you can sense a subtle affection growing that is charming. Yet even though their relationship develops, Your Name does a wonderful job of not progressing two quickly.

The Middle
This is where our first big reveal comes and its delivered perfectly. The story pacing up to this point is perfect and it continues as such. The twist in the plot really hits you. This is where you find out how much you have invested in the characters without even realising. The supporting characters play a very important role here and add just enough to the story to not be frustrating like some supporting characters are in other anime, but rather really likable. And so the fantastic writing continues....

The End
Honestly.....i cried OK!, not at the very end, but there is one moment that builds to the perfect climax you simply cannot help but let the tears go. Looking at it simply, its been done many many times in films, its just the way it was delivered that was so perfect. Absolutely stunning writing.
As we near towards the end you feel it drawing to a close, not in a rushed way, in the exact same way the entire story has been told, brilliantly. Once we do get to the conclusion, you are perfectly happy, not overwhelmed with emotion, frustrated, devastated etc, just happy, and that is exactly how it should have been.

Oh...animation is stunning too!",9
132,jamesveerman,"Your Name is one of those special movies that comes around every few years. This film is one of the most beautiful and profound pieces of cinema i've ever watched. Every single one of the characters I fell in love with and I feel that relative to each ones screen time and importance to the story we got to know well. The art and animation in this movie is miles above almost anything else i've ever seen. I'm an emotional person and that means I cry in a lot of movies/shows, but this one hit especially hard and I had tears in my eyes almost all the way through the movie and for the last 30 or so minutes I was just sobbing at how beautiful and emotional the movie was. I believe that even if one is not into romance anime or movies in general there is still a good chance that they will enjoy this movie. This movie is also a good anime film to show to people who don't watch anime. One of my favorite anime of all time and around my 5th favorite Movie of all time. This anime deserves nothing less then a 10/10.",10
133,mattblamey,"An absolutely stunning masterpiece.
Anime won't feel that same after watching this.

Makoto Shinkai didn't miss with this one. In my opinion, his best work. I've seen Weathering with You, but I believe this one is more interesting and enjoyable.

Sound:
The music by RADWIMPS is wonderful. The songs slap, they go from upbeat and hype songs, to more emotional songs. They fit this movie perfectly. If you watch this movie, the songs are probably one of the most memorable bits of this whole experience. They go hand in hand with the visuals, and make the movie so great.

Character:
The characters in the movie are loveable and relatable. Taki, a regular teenage boy living in Tokyo. Many of the people watching can relate to him. And Mitsuha, a girl living in the Japanese countryside, not content with her lifestyle and wishes to move to Tokyo. These characters don't bring the movie down. I have noticed a trend among many animes, where if a character is unlikeable, it makes the show harder to watch. This is not the case. The characters work with the shows aesthetic and are written into the show perfectly. Shinkai did well.

Enjoyment:
I greatly enjoyed this film. Many say it is sad, but it is just very emotional.",10
134,Kuro38,"i was surprised when i watched this anime. It's likely...the HE version of anime 5m/s. And I firgured out it was witten by Shinkai Makoto, it was amazing. It has many things as same as the anime 5cm/s has, you can see some familiar backgrounds, blossoms drop, the comet, the childhood's love....Two characters are far from each others, two times the boy turns back, but only once the girl reply to it :(
So, that is truly what i want. If you love someone, pls try your best to come to her. No matter how painful it is, 'cause we only live once..",10
135,Norakoo,"First things first, calling this movie is an understatement. This movie would be 11/10 if there was that option. This is no joke one of the best anime movies I have seen. HELL! I just made a MAL account just so I could review this gem of a movie. This stunning film is Makoto Shinkai’s best film yet, and that's saying A LOT.
It took me on a rollercoaster of feels and tears. The plot, the sound, the art, the characters and the cinematography, they all took my breath away. I had a myriad of feelings from every aspect of this film. I highly recommend just forgetting reading reviews if you haven’t seen it, as this gold deserves not to be spoiled. However, since you are here, I'm going to write one and make sure you damn see it. Don’t worry~ it's spoiler free ;)

Art: Charming. From just the opening sequences my heart jumped in excitement. The colour Makoto Shinkai brings to his films are unlike any other. You can see how much work went into every aspect of this film, but especially the art. The scenery was mind-blowingly artistic and beautiful, creating a beautiful esthetic. Crisp and utterly beautiful. I especially loved how the scenery and art were used. The cinematography at points was like a drug to me. Such beautiful animation should be illegal.
BTW: For those who have seen a lot of anime of similar genre, the art may look very familiar. The character designer was Takana Masayoshi also known for the design of AnoHana and Ano Natsu De Matteru. Indeed this only just added to the charm (and also the feelz).

Characters: Somehow Makoto Shinkai made these beautiful loving characters through what seemed to be very little scene time. By about 30 min in I already LOVED the characters and their qualities. Sure, I would have loved to see more but within a movie like this a director doesn’t usually have that much connection time to establish such colourful characters within such a complex plot. Yet Makoto Shinkai managed to do it (claps). Movies like this usually have such rushed character development and I was really worried coming into this movie that this movie would fall under such category, however, this movie delivered way more than asked.

Plot: I really don’t want to spoil this. Seriously. But what seems to be quite a simple premise is just SO MUCH MORE. Adding to the gold, the plot and story are just magnificent. New and original, quite unpredictable, the plot grabs you and takes you. Literally takes you on a journey. Reading the synopsis you may think that this is a typical romance movie with a slight twist. It really isn’t! its romance but it doesn’t have the sort of cliché you are thinking of. I love seeing such original content such as this, really warms my heart.

Sound: I feel that a lot of people may not 100% enjoy this aspect of the movie as it actually played quite a large role. However saying that I'm not one of those people. For me, it added to the feels and the enjoyment of the film. It was seriously beautiful and fit perfectly with the aesthetic of the film. There were points within the film where I was like “oh okay… music” as it was quite abrupt however overall it added to the film.

Overall this movie takes the cake. All the cake. From every aspect, it was just beautiful. Sure you might think this is going to be a typical rom-com however it really isn’t. I full heartedly say: watch this movie! From day one, after seeing the trailers and poster art, I knew this movie was going to be gold (and it was). Freaking beautiful.",10
136,Pipe,"For many years a have thought that Spirited Away was the best anime film ever made. We had waited 16 years to change our mind and now I am able to say that Your name (君の名は) is now the best anime film to date, even if this year didn't receive an Anne or an Oscar.

The story argument is simple and clear. Sometimes the simplest story creates a narrative that will entertain all the persons for a couple hours.

For some sort of the destiny, two persons (Take and Mitsuha) are bound with the lace of the fate and time, they will find themselves in their dreams and in their life, they change their soul and heart and share experiences that will create a bond that at the end will change the past, present, and future. That's the simple argument captured in this film. These changes affect the space and time, they switch their bodies, and from time to time they start to love each other, and if they forget their names the wheel of the time will reunite them one more time. Story 8/10

To create these bonds, it was needed to share an outstanding art. This film has a clever use of lighting, combined with very detailed landscapes that immerse the watcher in the story waiting for a development that takes some time.

About the sound, it is good. The songs and the whole OST is great and combines the simplicity of the story and the quality of the art creating a film that will stay with us for a long time.

Finally, the character development isn't the strong part of the film. We need to understand that is a film adapted from a graphic novel for these reasons, maybe some characters aren't that complex as they should be. The story doesn't require a complex character development so adding more complexity and background to the characters would have affected the final narrative.

In summary, you should watch it to have two hours of enjoyment and to see a great narrative in action. Now we need to wait other 16 years to see a anime film that could be better than this one.",9
137,Lilith_Letrange,"This was one of the good ones I've watched. Nevertheless, the only unexpected twist was in the moment when Taki realized that what he saw happened 3 years ago. Also the time-line twist is fairly original mixed with switching bodies and the addition of religion was somewhat interesting (not my taste but fairly interesting).
Characters development was somewhat disregarded and other then being body-switching individuals - the main characters had no personality traits that stand out.
I gave it overall ate because even if the topic of the story was not very original, it was actually interesting to watch and the whole story wasn't monotone and it felt like it has 4 stages:
1. Everyday life and body-switching
2. Meteor disaster
3. Realization and going back in time
4. Present time where they both meet at the same point in time-line
I find this to be very good story development with very little or none loop holes in the story.",8
138,Dingaling,"Imagine yourself in a dream as another person without knowing it was reality that allows you to do the things you always dreamed of by using another’s life but later to draw affection towards one another. This was the plot line of Kimi no na wa (Your Name). Not much words come to mind when describing a movie like this. It is simply stunning. This movie will trigger many of your emotions from happy to sad. As we follow the main characters, Taki and Mitsuha in an amusing adventure as they are able to switch bodies through sleep and get to know about each other’s friends, family and their lives. It seemed at the beginning it was all fun and games, the mentality as if you were in a dream. However, the story started to escalate after the two knew it was more than just a dream, it was reality. After time passed the two main characters drew feeling for one another and promised to write a note on their next switch. The switch never happened. They weren’t able to confess to one another and at that time on, as every second passes a little more of what you recall is lost, just like a dream. The reason why they were not able to switch bodies anymore is for you to find out. This movie presents the struggle to see, save, remember and be with the one you truly care for one last time.
",10
139,StockingReview,"The story isn't anything special but the execution of it was good mainly because of how great the character design is. The characters are normal and don't really have anything super crazy so when they start to understand their feelings despite the fictional tone of it it's still pretty easy to relate and feel the same feelings that the main characters are feeling in those scenes.

I think the romance could have been done better Makoto Shinkai has this strange obsession with waiting until the end for the relationship to develop into something more which is kind of a double edged sword for him. On one end the impact of the development is much stronger on the other hand there isn't much time left in the movie for the viewer to experience the two characters as a couple rather than two people who kinda like eachother. I think he pulled it off better in this film than he does in other films but I still felt pretty unsatisfied with how it turned out and it's definitely something I hope he does differently in the future although I doubt it.

But the main draw to this movie is undoubtedly the animation. Which is absolutely stunning and probably his best so far. The colors change depending on the mood as well as the style of cinematography. When the scene is supposed to be happy and lighthearted there are lots of fast cuts and when it's supposed to be more emotional and sad it will stay on one camera angle for longer periods of time to make it more impactful. Which is nothing super special but I think a lot of animators get lazy with that kind of thing nowadays and I figured it was worth mentioning.

Overall I think this movie is worth watching it's my favorite Makoto Shinkai film so far and will probably make my top list for 2016. I'm going to give it an 8/10.

TLDR - Stunning art, meh romance, good characters and character design.",8
140,iAquaphoria,"Story: IMHO, it was very good. I wished it wasn't centered on supernatural, but overall, I think it's a great movie with a subtle incorporation of romance. I believe that the plot is very straightforward, and that it won't leave you scratching your head. It wasn't the most brilliant (at least the ending wasn't as romantic as I hoped) but it's Makoto Shinkai we are talking about here, famous for 5 cm/s. As always, the ending is up to your interpretation, but unforunately, happy romantic endings and Makoto Shinkai do not go hand in hand. ALL I WANTED WAS 1 KISS SCENE AT THE END, AND I COULD REST IN PEACE.

Art: I mostly watch anime that are realistic. 5 cm/s, Oregairu, Tari Tari, Hyouka, to name a few. I think that it's a lovely depiction of life with the artwork. Hands down, no flying characters and any kicks that send a character flying ten miles. The colors of the comet were also a major bonus in my eyes.

Sound: I usually don't grade much on sound, but Zen Zen Zense by RADWIMPS was simply amazing. When I heard it first in the trailer, that was the main reason for drawing me in. Trailers are usually amazing but a lot don't accurately depict the movie excitement, but you won't be disappointed by Kimi no Na Wa.

Characters: Pretty typical high school characters. Taki is your average day high schooler studying architecture and has a part time job, and Mitsuha is a girl living in a small town raised with traditional practices. Kind of rushed in the description of the characters, but I think they were very simple and to the point with both of them. Developed, but could use a tad bit more IMO.

Enjoyment: Hmm. Once more, I enjoyed it a large extent. I hate ambiguous endings (although this one implies that it's a happy one), I prefer anime that have at least a romance ending. Perhaps it's because I dislike melancholic things, even something like Fruits of Grisaia had an upbeat ending, despite behind psychological-themed. I JUST WANTED A ROMANTIC ENDING, but it's Shinkai running the show. I didn't find out until after I watched it, I was very certain it mirrored 5 cm/s at the end so I had a hunch.

Overall: Definitely would recommend to anybody. If you hate ambiguous endings like me and would bang your head against the wall if you don't get the ending you want, I'd advise caution. I'm glad I saw it, but I'll be melancholic since the anime ended on a amorphous note.",8
141,Icanpostnow,"You know this movie has masterpiece level art. That is probably why many of you can't wait for this movie to come out in other countries. I just saw this in a Japanese movie theater yesterday. This was the 5th weekend that the movie has been out and the theater was still packed. I was lucky enough to see this movie on a giant screen with an impeccable sound system. Please do yourself a favor and watch this movie in the best-quality environment possible.

The good: Long story short, Makoto Shinkai deserves a lot of praise. For me personally, the best part of this movie was the moments in which he depicted what it feels like to be in Tokyo for the first time as a young person. There are other movies that show Tokyo's dark side, but the enthralling joy he portrayed in this movie is also a very real feeling. The way the four Radwimps songs, including the ending credit song, were incorporated was also masterpiece level. It felt like AMVs on steroids and did not take away from the flow of the movie in my opinion. It was a choice the director made and I loved it.

The not as good: Just writing ""the plot"" seems like a cop-out but I don't want to write spoilers. I had a hard time finding an important message the director and creators wanted to convey. For me, themes are very important in a movie. I like having a theme that teaches me something about the world or new perspective. I had a harder time finding this on my own. I'll be scouring the internet to see what others noticed and I didn't. Also I enjoyed the first half of the movie more than the second half of the movie. However, the second half is still interesting and does provide a few ""that's cool"" moments.",8
142,canyouread,"k, so this is my first review up on MAL, but I think this movie deserves my first.

Makoto Shinkai, you've done it again. A work of beauty and marvellous storytelling. I won't summarise it since almost everyone else has, and plus, there's a synopsis for a reason. I will say, though, that the plot, though initially I thought was pretty generic, twisted its way right to my heart. How Shinkai transformed a seemingly bland story into a heart-wrenching movie that kept me on the edge of my seat was extraordinary. Given, Shinkai has extraordinary talent himself, producing titles like ""The Garden of Words"" and ""5 Centimetres per Second"", both on my all-time favourites list, so it's not exactly unexpected that he created this masterpiece.",10
143,TheHeckle,"Kimi no Na Wa.
Another masterpiece, done by Makoto Shinkai.
This is my first ever review I've ever done so go easy on me :3, and also it's my first ever anime I've rated a masterpiece or 10/10

This anime movie had many aspects that were 'perfect'. The background music done by RADWIMPS were well done and the ost's that they have produced are top of the anime ost lists. People may believe this anime was over hyped but I believed that a beautiful anime like this wasn't hyped enough. If you're interested in the states and how well this anime has done, this anime made roughly 1.3 billion yen on the first day of the movie coming out.
The story line that was developed was fairly complicated compared to many other romance animes that are out there, The techniques that were used very professionally like for example 'time travel'.
One of the most impressive things about this movie was the visuals, most animes aren't able to afford such animation like Kimi no Na Wa so we are blessed to view such animation. Unfourtnletly I don't live in Japan so I'm not able to view the quality that I wished to and I missed a few amazing 'mise en scenes' due to the lack of quality that I had. Never less I still did view the anime in the quality '720p' which is still amazing.
The plot was unpredictable, at the start, i thought I was able to predict most of the anime but I was wrong, I should have expected Makoto Shinkai to throw a few curve balls at us.
Well, that concludes my review I understand that I missed many important and essential details about the movie, but in the end, if you still haven't watched it yet I highly recommend watching the film",10
144,9spaceking,"Story: 6/10
Kimi No Nawa has a very interesting story. It pulls us in with the plot of a girl and boy switching bodies, basically doing activities in each others' lives, and later adds in a time-traveling ""mini-twist"" to this. It is presented in a very nice way, however, it does have logical flaws: what exactly caused the switch? Why do the characters suddenly get amnesia? These questions caused me to be confused, and partially ruin the story. Nevertheless, the fact that the girl-boy relationship is developed well, in addition to a finally happy ending (remember, this guy usually doesn't have those), satisfy any fan of Makoto Shinkai.

Art: 10/10
Makoto Shinkai's art is always excellent. The animation is spot on, absolutely beautiful and astonishing. The trailer showcases the best moments, but even over 1 hour and 45 minutes, this art is consistent, and I have no complaints about it.

Sound: 10/10
The music was fitting and beautiful, each scene tinkling with great accompaniment. Not only so, the characters (more on this later) were quite realistic with good voices that stressed their personalities, especially after the boy and the girl switched bodies. I must applaud the director for excellently manipulating the voices to apply for their situation.

Character: 7/10
Despite the fact that the story, art, and sound are all excellent, the character is where Makoto falls short. He has very limited time to introduce any characters other than our main two, so we don't really know any other character. In addition, even these two characters are difficult to truly pin down. We get that Taki is hard-working, yet can't resist womanly charms ;) (if you know what I mean). We get that Mitsuha is very appealing and nice. Yet it doesn't get too much further than that. There are some moments here and there, but overall I feel like the two aren't too in-depth portrayed. This is sacrificed for the love story, which I feel is okay, but they spend too much time on their recovering from amnesia to really focus on a more human personality.

Enjoyment: 8/10
I really enjoyed this movie, and some scenes (especially the comet scene) practically moved me to tears. Still, I did mention that the time-travel scheme did confuse me, and the fact that it was never explained confused me and dwindled down my interest in the film.
_________________________________________________________
SUMMARY/OVERALL (no spoilers): 8/10
With excellent characters, motivating story, beautiful art, and a finally happy ending, Kimi No Nawa is no doubt a great anime, with the sole flaw being the crucial main plot devices never delved too deeply in detail, leaving some viewers with no doubt scratching their heads in confusion, but nevertheless enjoying the other parts of the movie.",8
145,Darumyro,"Kimi no Na wa was a film in which I had a curious experience. I watched it on 3 occasions: the first time in 2017, a second time in 2019 for better understanding of the plot and the third time in 2020 for final conclusions. This review considers the three times for analysis.

- STORY - Being an anime under the direction of Makoto Shinkai, is expected to have some elements and narrative resources that are characteristic of the director himself. Talking about this film, it can be said that it is a work of detail, I would say that watching with the appropriate attention, from 60% - 70% is possible to understand without difficulty. The rest of the plot, interpretation, explanations about events that happen, and actions of the protagonists are left to the viewer's interpretation. This makes many people think: the story is disconnected or even meaningless. But it is still a quality of the film: nothing is so explicit, leaving the work with a certain value of rewatch to those who are interested in the clues that are shown along the movie. In the end, the anime does not deliver the full storyline, it requires some theorizing to be a complete story.

- ART - Accounting only for the basis of a 2D work: animation, design (visual and consistency) and scenarios, carries part of the fame. In the year that this review is being written, Kimi no Na wa premiered 4 years ago, and remains a work of visual art, with fluid movements, designs that highlight its characters, and scenarios made in 2D of singular beauty, maintaining its title as one of the most beautiful animes ever made. About the visual effects, nothing to add to what has already been said, they are vivid, and together with the lighting techniques used, they put the work in focus whenever the subject “best anime special effects” is brought up in conversation.

- SOUND - Sound, just for the tracks used in the film, is already worthy of note 10. Not only for the songs alone but considering what they manage to transmit in a spontaneous emotional way, with the meaning of the lyrics. When put together with the scene constructions, without ignoring the excellence of the original voice acting, it makes this criterion the apex of the film.

- CHARACTERS - Characters, in Kimi no Na wa, in addition to the two protagonists, there is great involvement of good supporting characters, playing important roles throughout the plot. It is not a work about a couple that solves all the problems that appear in the story. The whole process of introducing, developing and finalizing many characters that appear is done in a convincing way. Every character plays a role, bringing interactions to life, but excluding the protagonists, there is no other memorable character, which ends up damaging the score of this criterion.

- FINISHING - Overall, the final score is 8. After reading all the explanations above, it is easy to conclude that the film is good. But I say: the exaggerated hype that is made about it ends up harming the experience for some people, and this was my case. I am not considering my personal disappointment as a criterion, but as part of my experience with the film, so this is the reason that it prevents a higher score.",8
146,bronosh,"I have a rule to never rate anything below 5 and never over 9. But this movie is one of the exceptions to the rule.

There is nothing to complain about it, it's very enjoyable, doesn't rely heavily on plot twist to keep you engaged, the characters are not overdeveloped, and we dont linger on side-plots neither.

Story: It's a short story with a lovable cast and a great, yet predictable, plot.

Ary: The animation is lovely, make yourself a favor and watch it on 1080p +. I was watching it on a browser at 720 and the quality was average, but it kept buffering, so i got it on Bluray instead and watch it for a second time and boy let me tell you, it's basically a different movie.

Sound: The song's lyrics were fitting for each moment, the background music never felt too much or louder than the voice of the characters, and it has some lovely soundtrack, nothing to complain about.

Character: The cast i lovable, a bit one dimensional, as each one fulfilled just one roll, our main characters on the other hand are perfectly developed for the story, i could like to see more of them in different interaction, but i dont we have enough time to fully developed them in a movie.

Enjoyment: Rewatched it right after finishing it, nuf said.

Overall: I'm a bit of a cynical, that enjoys a bit darker anime, yet i enjoyed this one. It marks all the boxes for a good movie and then it builds into something beautiful, not many movies can deliver in such short run time.",10
147,kira-is-armin,"Being one of the greatest anime movies, it has no flaws.
Many people will say otherwise but let me explain.

(I will only review about the story and characters as the art and sound are brilliant). There are no major spoilers but skip my review if you want not even a little spoiler.

Story:

You might have heard that sometimes it becomes predictable or it has many plot holes due to the concept of mushibi but it really does not matter. This is a 1hr 35min movie so to want an explanation of mushibi is just trying to point out flaws that aren't there. Let's take the example of Gintama, have you ever seen the explanation of why the aliens are superior? what happened to the world outside? To apply common sense in it is illogical and you can't ask the explanation of mushibi because no one knows (the great fire of mayugoro).
Let's come to the main point, the story is pretty complicated and confusing that is why you may have heard people not giving it appreciation. If you miss one line you will not be able to understand what is going on.
On being predictable, it happens just one to two times and is really nothing.

Characters:

For some reason people want character-building in a one and a half our movie but your name has that. Take Mitsuha and you will see that before the incident (no spoilers) we see her enjoying the life that she's been given. She enjoys the festival and has no problems on living in Itomori (reason for haircut). So, she has some character development and that concludes it for the main characters (Taki also has it, watch the movie once again; im not ging to point out everything).
The side characters do not have much screen time (they are not making naruto here) but they feel like they are alive. Okudera who you'll think as a pretty-does-everything-right character has her own share of not doing everything right. The characters are very well written and are not robots doing everything for the mains and they have their own personalities.

Your name has brilliant storyline and brilliant characters but if you will not pay attention and miss one single line you will not understand anything. The concept of mushibi is understandable as it is a village lore which nobody knows about that much and is true so you won't get any explanation, it is the best anime movie and don't take my word for it, watch it and you will understand (dont forget to pay attention).",10
148,Ragio,"It probably involves beauty around it.

This is it; Kimi No Na Wa(Your name) comes an important part of what made the year 2016 excelent for anime with the likes of MHA, Re-Zero,Mob Psycho and of course the greatest ever, KOE NO KATACHI. Its been 4 years since its release but i wish it would be availible at the movies or to be 2016 again; with its scenery and music combined, it would probably be one of the best times in my life.



The story is confusing. Given its about one girl and one guy switching bodies all the time and one begins to act like the other and suddenly they are the same back again made me wonder if i was delusional or the movie was that difficult to get. But continuning the movie, one thing stood out. Him finding her, her finding him; the writting on the hands..""Im always looking for something.""



In reality, this movie is all about love. When you think about love, its mostly wonders which is what the movie is trying to tell; it bonds people. The never ending feeling that you´re missing something.


Besides its wonderful story, the scenery is literally pornography. Everywhere you look, theres care into it. Vibrant colors, shots from every angle...Tokyo specially, looks very VERY detailed; i can´t imagine how much time these guys spent just drawing all those shots, its amazing and i congratulate them.



Art and story are the formula for a spectacular movie. This movie will certinally mark generations to come. It doesn´t have such a deep story as koe no katachi for example but it certinally holds up on its own.
",10
